"date","tot_n","keywords","keywords_n","pr","prlow","prhigh","state","period"
2018-03-15,240192,"Breaking the silence",0,0,0,0.0015357926688946,"Oregon","Baseline"
2018-03-15,240192,"Lifeline",3,0.00124900079936051,0.000257574732661863,0.0036500665360954,"Oregon","Baseline"
2018-03-16,233477,"Breaking the silence",0,0,0,0.00157996304242866,"Oregon","Baseline"
2018-03-16,233477,"Lifeline",11,0.00471138484732972,0.00235192905085832,0.00842981217305554,"Oregon","Baseline"
2018-03-17,224707,"Breaking the silence",0,0,0,0.00164162628454998,"Oregon","Baseline"
2018-03-17,224707,"Lifeline",4,0.00178009585816196,0.000485018270855641,0.00455768909650193,"Oregon","Baseline"
2018-03-18,203944,"Breaking the silence",0,0,0,0.00180875440936162,"Oregon","Baseline"
2018-03-18,203944,"Lifeline",5,0.00245165339504962,0.00079604982214511,0.00572124765687366,"Oregon","Baseline"
2018-03-19,226143,"Breaking the silence",0,0,0,0.00163120210110088,"Oregon","Baseline"
2018-03-19,226143,"Lifeline",3,0.00132659423462146,0.000273576459317256,0.00387682186735273,"Oregon","Baseline"
2018-03-20,230150,"Breaking the silence",0,0,0,0.00160280247286961,"Oregon","Baseline"
2018-03-20,230150,"Lifeline",4,0.00173799695850532,0.000473547641250786,0.00444990215161532,"Oregon","Baseline"
2018-03-21,233374,"Breaking the silence",0,0,0,0.00158066035621345,"Oregon","Baseline"
2018-03-21,233374,"Lifeline",8,0.00342797398167748,0.00147996709915172,0.00675436297089512,"Oregon","Baseline"
2018-03-22,224088,"Breaking the silence",0,0,0,0.00164616092409436,"Oregon","Baseline"
2018-03-22,224088,"Lifeline",2,0.000892506515297562,0.000108086862340107,0.00322400282263834,"Oregon","Baseline"
2018-03-23,227751,"Breaking the silence",0,0,0,0.00161968534931274,"Oregon","Baseline"
2018-03-23,227751,"Lifeline",14,0.00614706411826951,0.00336069659847053,0.0103135142127733,"Oregon","Baseline"
2018-03-24,227244,"Breaking the silence",0,0,0,0.00162329897082511,"Oregon","Baseline"
2018-03-24,227244,"Lifeline",7,0.00308038936121526,0.00123848496701721,0.00634667573718157,"Oregon","Baseline"
2018-03-25,207667,"Breaking the silence",0,0,0,0.00177632781844057,"Oregon","Baseline"
2018-03-25,207667,"Lifeline",8,0.00385232126433184,0.00166317309269857,0.00759046674946691,"Oregon","Baseline"
2018-03-26,212628,"Breaking the silence",0,0,0,0.00173488320218711,"Oregon","Baseline"
